,words,count
4908,obsession,1
4909,sweden,1
4910,:dddddddd,1
4911,flavourful,1
4912,comeeeeeee,1
4913,grad,1
4914,tiramisu,1
4915,fis,1
4916,waitign,1
4917,frightening,1
4918,everyones,1
4919,reconsidering,1
4920,hom,1
4921,lolololol,1
4922,.....,1
4923,wuere,1
4924,......,1
4925,brightly,1
4926,peoplet,1
4927,hay,1
4928,logged,1
4929,mtches,1
4930,nights,1
4931,adventure,1
4932,whi,1
4933,mancia,1
4934,gere,1
4935,searching,1
4936,badically,1
4937,feiend,1
4938,meetups,1
4939,ksksksks,1
4940,helpin,1
4941,kskjs,1
4942,gogogo,1
4943,swuping,1
4944,skdkshs,1
4945,-manvi,1
4946,scrreee,1
4947,rina,1
4948,stabbing,1
4949,giggling,1
4950,gasped,1
4951,pushed,1
4952,oooooh,1
4953,joschua,1
4954,mueller,1
4955,mechanism,1
4956,dish,1
4957,siddarths,1
4958,disapproves,1
4959,money's,1
4960,isaac,1
4961,notifications,1
4962,lou,1
4963,bok,1
4964,beng,1
4965,weddings,1
4966,老婆餅,1
4967,spilling,1
4968,bakery,1
4969,guys.,1
4970,adoptable,1
4971,gaga!!,1
4972,obsidian,1
4973,lava,1
4974,adopting,1
4975,locashun,1
4976,arcade,1
4977,monitors,1
4978,450,1
4979,https://www.mi.com/uk/product/mi-23-8-desktop-monitor-1c/review,1
4980,*motjer,1
4981,foul,1
4982,*mother,1
4983,frying,1
4984,triple,1
4985,skskks,1
4986,"""""",1
4987,'pretentious,1
4988,airbnb,1
4989,owner',1
4990,lbe,1
4991,sasadness,1
4992,collect,1
4993,"hmmm,",1
4994,macau,1
4995,gogogog,1
4996,(y4,1
4997,school),1
4998,sister's,1
4999,wild,1
5000,romance,1
5001,mystery,1
5002,funnnn!,1
5003,movie's,1
5004,ruh,1
5005,click,1
5006,elaine,1
5007,wavelength,1
5008,sdkaf;lskjdf,1
5009,phtooshoped,1
5010,in?,1
5011,bahahha,1
5012,plssss,1
5013,askfksjksj,1
5014,infront's,1
5015,angles,1
5016,sksks,1
5017,picsart,1
5018,cna,1
5019,pickier,1
5020,wanwna,1
5021,gal,1
5022,general!,1
5023,that.,1
5024,👌,1
5025,bions,1
5026,vouch,1
5027,tamed,1
5028,roofied,1
5029,grp??,1
5030,bis,1
5031,tey,1
5032,gtfo,1
5033,'fucked,1
5034,r*,1
5035,defended,1
5036,reeee,1
5037,clal,1
5038,"guys,",1
5039,in.,1
5040,inapprorpiate,1
5041,girl.,1
5042,"jokes,",1
5043,here.,1
5044,dudeeeee,1
5045,shudnt,1
5046,contradictory,1
5047,catchup,1
5048,advocating,1
5049,slam,1
5050,ambiguity,1
5051,rhis,1
5052,"flaws,",1
5053,😭😭😭🤡🤡🤡🤡🤡😭🤡😭🤡,1
5054,stutter,1
5055,struggle,1
5056,defend,1
5057,yeets,1
5058,shudve,1
5059,slamming,1
5060,quietly,1
5061,exiting,1
5062,bandwidth,1
5063,degrade,1
5064,people's,1
5065,minds,1
5066,limit!,1
5067,uninvolved,1
5068,skkskskss,1
5069,flaming,1
5070,confidential,1
5071,grp,1
5072,corner?,1
5073,chat?,1
5074,associated,1
5075,bitchiest,1
5076,behalf,1
5077,bff,1
5078,"girlfriend,",1
5079,"wife,",1
5080,accelerate,1
5081,me????,1
5082,protecc,1
5083,nvr,1
5084,por's,1
5085,bitchiness,1
5086,innocent,1
5087,worts,1
5088,ohoh,1
5089,names,1
5090,fern?,1
5091,indo?,1
5092,catherina?,1
5093,joy??,1
5094,bahhahahah,1
5095,koutas,1
5096,friend?,1
5097,north,1
5098,kouta's,1
5099,zakk's,1
5100,currentl,1
5101,isabella's,1
5102,nosey,1
5103,bait,1
5104,nose,1
5105,ginormous,1
5106,"""""bussing""""",1
5107,yesssssss,1
5108,cleared,1
5109,idiots,1
5110,praise,1
5111,/hj,1
5112,psychos,1
5113,boo!,1
5114,psycho,1
5115,bigots,1
5116,cardigan,1
5117,"""lets",1
5118,"now""",1
5119,"""we'll",1
5120,"back""",1
5121,frazzled,1
5122,rooms,1
5123,objectively,1
5124,dhit,1
5125,zakkary,1
5126,beau,1
5127,spellings,1
5128,zach,1
5129,scholar,1
5130,suggestion,1
5131,dlike,1
5132,incorrectly,1
5133,shawn,1
5134,farmer,1
5135,sean,1
5136,wherephow,1
5137,lfighting,1
5138,alrernatively,1
5139,💀but,1
5140,photoshopphotoshposhops,1
5141,askdjflaksfd,1
5142,collate,1
5143,aaaaaa,1
5144,sjskjasdf,1
5145,leonard,1
5146,leo,1
5147,luhmao,1
5148,how?,1
5149,texter,1
5150,"interrogation,",1
5151,q1,1
5152,q2,1
5153,rinse,1
5154,"q,",1
5155,open-ended,1
5156,takeaway,1
5157,dip,1
5158,accept!,1
5159,midtemrs,1
5160,vibecheck,1
5161,atb,1
5162,romantixally,1
5163,inclined,1
5164,antighosting,1
5165,expectations!,1
5166,breezy,1
5167,collectively,1
5168,hehckejcuejnxj,1
5169,advising,1
5170,abahahahah,1
5171,wing,1
5172,"""let's",1
5173,"way...""",1
5174,knocks,1
5175,encoruaged,1
5176,lmao?,1
5177,universal,1
5178,unuversal,1
5179,sentiment,1
5180,merge,1
5181,asdkhfalkjsdhf,1
5182,specifics,1
5183,yeppy,1
5184,dewit,1
5185,asdlkja;sldfkj,1
5186,wehat,1
5187,meeeeaaaaannnnnnn,1
5188,electrical!,1
5189,itim,1
5190,shocked,1
5191,tarapls,1
5192,🤡🤡🤡🤡🤡🤡,1
5193,shhhhh,1
5194,boy's,1
5195,teehee,1
5196,acquaintance,1
5197,angle,1
5198,diner,1
5199,squinting,1
5200,lemongrab,1
5201,in-between,1
5202,lights,1
5203,usre,1
5204,0.5,1
5205,hollup,1
5206,complimented,1
5207,driver,1
5208,engagement,1
5209,mexy,1
5210,elf,1
5211,magdalene,1
5212,"""die!",1
5213,"🤪""",1
5214,💃🦩,1
5215,hfksjdhddhqhhd,1
5216,abdddrffghfgrbbdfdb,1
5217,🤡🔫,1
5218,🤡🔫💀,1
5219,🔫🤡,1
5220,💀🔫:glown,1
5221,🤡🔫🤡,1
5222,💀🔫🤡,1
5223,lkjsafd;lakdsjf,1
5224,🤡🎪🔫🤡,1
5225,🤡🎪🤡,1
5226,portrait,1
5227,unphotoshopped,1
5228,hfhffggghffh,1
5229,unphyooshoped,1
5230,hhaha,1
5231,/g,1
5232,et,1
5233,al,1
5234,peacefully,1
5235,hajcjshchjd,1
5236,goodnight!,1
5237,gniteeee,1
5238,comprehend,1
5239,horrors,1
5240,blurriest,1
5241,napped,1
5242,nighttime,1
5243,yeehaw,1
5244,wander,1
5245,selfcare,1
5246,yeehonk,1
5247,admiralty,1
5248,12:50,1
5249,wandering,1
5250,aircon,1
5251,whaza,1
5252,factory,1
5253,dec,1
5254,browsing?,1
5255,centres,1
5256,wannchai,1
5257,innit,1
5258,equipment,1
5259,caps,1
5260,where?,1
5261,vendors,1
5262,bames,1
5263,500hkd,1
5264,vertical,1
5265,799,1
5266,3s,1
5267,https://www.logitechclub.com/products/mx-anywhere-3-%e9%ab%98%e9%9a%8e%e7%84%a1%e7%b7%9a%e6%bb%91%e9%bc%a0-3%e8%89%b2,1
5268,covfefe,1
5269,lemonade,1
5270,800,1
5271,2s,1
5272,justify,1
5273,lenovo,1
5274,nothingnin,1
5275,pad,1
5276,pad?,1
5277,existed,1
5278,pads,1
5279,mosie,1
5280,splurge,1
5281,booy,1
5282,bot,1
5283,presumably,1
5284,hydrated,1
5285,moisturised,1
5286,minutessss,1
5287,soy,1
5288,slaps,1
5289,soymilk,1
5290,打你,1
5291,👊,1
5292,scout,1
5293,cakes,1
5294,strolling,1
5295,ab2,1
5296,b2,1
5297,map,1
5298,creepily,1
5299,arrived,1
5300,point.,1
5301,bougut,1
5302,buyyy,1
5303,sad???,1
5304,hepl,1
5305,sephora,1
5306,“this,1
5307,"balls,",1
5308,tea”,1
5309,you’d,1
5310,astronomy,1
5311,mushrooms,1
5312,vegetable,1
5313,eeb,1
5314,dffasdf,1
5315,headache*,1
5316,tehre,1
5317,disord?,1
5318,prop,1
5319,nerding,1
5320,channel,1
5321,rgb,1
5322,concerned,1
5323,efje's,1
5324,cynthia,1
5325,cutie,1
5326,pinning,1
5327,stalker,1
5328,hahahahhshdhshgd,1
5329,delevte,1
5330,unnecessary,1
5331,hshcjjdhvkdkcjjdj,1
5332,funnynynynynyn,1
5333,ordo,1
5334,interrogate,1
5335,ger,1
5336,muted,1
5337,yaaassss,1
5338,slayyyyp,1
5339,amino,1
5340,acid,1
5341,production,1
5342,"serotonin,",1
5343,"melatonin,",1
5344,niacin,1
5345,nicotinamide.,1
5346,splurged,1
5347,happi,1
5348,canot,1
5349,wat,1
5350,*to,1
5351,agre,1
5352,restrict,1
5353,addiction,1
5354,>>>>,1
5355,vibed,1
5356,extroverted,1
5357,matching,1
5358,pranay,1
5359,periwal,1
5360,boi?,1
5361,jpmorgan,1
5362,lmaooooo,1
5363,bros,1
5364,dkfjasdkjf'adf,1
5365,"girl""",1
5366,host's,1
5367,introverted,1
5368,affirm,1
5369,dancing,1
5370,projecting,1
5371,ruls,1
5372,conversing,1
5373,manvis,1
5374,torture,1
5375,resort,1
5376,tanushree,1
5377,"""sorry",1
5378,lolasdf,1
5379,"bestie,",1
5380,single.,1
5381,crushing,1
5382,rn.,1
5383,swoon,1
5384,_swoon_,1
5385,hype,1
5386,😌💅✨,1
5387,moon,1
5388,br,1
5389,ego,1
5390,booster,1
5391,fed,1
5392,refused,1
5393,same!,1
5394,seasoning,1
5395,serotonin,1
5396,humdrum,1
5397,genius,1
5398,coffin,1
5399,minibus,1
5400,picnic.,1
5401,ke,1
5402,"tho,",1
5403,cookies,1
5404,cookies!,1
5405,monchies,1
5406,whys,1
5407,mrs,1
5408,fields,1
5409,lang,1
5410,critiquing,1
5411,thabk,1
5412,delight,1
5413,march,1
5414,22,1
5415,cleansing,1
5416,gg!,1
5417,undetermined,1
5418,hpbd,1
5419,hbd,1
5420,retracts,1
5421,((((；ﾟдﾟ))))))),1
5422,aiyoh,1
5423,2024?,1
5424,engagements,1
5425,(presumably),1
5426,3/,1
5427,3/4,1
5428,tempting,1
5429,uhuhshjdfksdf,1
5430,whazizname,1
5431,whazizmajor,1
5432,seiryu,1
5433,wondering,1
5434,nani,1
5435,eath,1
5436,functioning,1
5437,15th,1
5438,"""a",1
5439,"series""",1
5440,slyy,1
5441,portal,1
5442,:nails,1
5443,ahmed,1
5444,drowned,1
5445,ocean,1
5446,tryna,1
5447,hospital,1
5448,cab,1
5449,limits,1
5450,traumatised,1
5451,cereal?,1
5452,millets,1
5453,duolingo?,1
5454,esd,1
5455,anymoretho,1
5456,mutuals,1
5457,michael,1
5458,blanchette,1
5459,freebies,1
5460,cuteee,1
5461,nah?,1
5462,chickening,1
5463,pep,1
5464,unsure,1
5465,status,1
5466,trynna,1
5467,pair,1
5468,multiplayer,1
5469,'fit,1
5470,fit?,1
5471,couldn’t,1
5472,beaming,1
5473,retook,1
5474,congrats,1
5475,wouldnt,1
5476,dukenus,1
5477,packahe,1
5478,gucking,1
5479,30min,1
5480,conference,1
5481,"""yeah",1
5482,"u""",1
5483,codewords,1
5484,spy,1
5485,"seconds,",1
5486,nonetheless,1
5487,yellow,1
5488,okayyyy,1
5489,hahdjsjhdhs,1
5490,hardass,1
5491,gold,1
5492,xaxis=intelligence,1
5493,yaxis=attractiveness,1
5494,thirty,1
5495,increments,1
5496,packet,1
5497,brown,1
5498,carton,1
5499,"clementi,",1
5500,1.5km,1
5501,15min,1
5502,rhat,1
5503,windowcleaners,1
5504,couldnt,1
5505,10mins,1
5506,motion,1
5507,sneeze,1
5508,prepare,1
5509,3500,1
5510,2500,1
5511,around/after,1
5512,rampage,1
5513,unscientific,1
5514,organised,1
5515,notebooks,1
5516,margins,1
5517,barbie,1
5518,trailer,1
5519,(to,1
5520,later),1
5521,math4425,1
5522,course),1
5523,xin,1
5524,tang,1
5525,sip,1
5526,notebook,1
5527,linear,1
5528,regression,1
5529,intervals,1
5530,hahahahshdhdhdhahahsh,1
5531,fone,1
5532,quadrant,1
5533,squeeeee,1
5534,flag?,1
5535,orange,1
5536,23rd,1
5537,8th,1
5538,20s,1
5539,teport,1
5540,22nd,1
5541,february,1
5542,114th,1
5543,october,1
5544,obsessive,1
5545,whd,1
5546,okayp,1
5547,listenung,1
5548,dinner?,1
5549,nyooo,1
5550,:c,1
5551,（╹◡╹）♡,1
5552,disastrous,1
5553,flavour,1
5554,"tmr""",1
5555,(we,1
5556,mechatronics,1
5557,coursr,1
5558,korean,1
5559,indonesian,1
5560,vietnamese,1
5561,token,1
5562,american,1
5563,diversity,1
5564,honorary,1
5565,is!,1
5566,cantonese!,1
5567,totals,1
5568,hdhhdjajdhfhf,1
5569,flamed,1
5570,ung,1
5571,playlist,1
5572,😌😌,1
5573,condolences,1
5574,sounded,1
5575,traumatising,1
5576,shouting,1
5577,emily’s,1
5578,investigate,1
5579,ngll,1
5580,mlvie,1
5581,cuddling,1
5582,sofa,1
5583,"kim,",1
5584,emily,1
5585,shitstorm,1
5586,thsi,1
5587,weiiirrrrddddd,1
5588,issssd,1
5589,rightpits,1
5590,homewrecker,1
5591,insaneeeeeeeee,1
5592,crd,1
5593,triangle,1
5594,cutsed,1
5595,kno,1
5596,kim’s,1
5597,🥰🥰,1
5598,sannys,1
5599,hahahahhaha,1
5600,skull,1
5601,“sanny,1
5602,dick”,1
5603,instantaneous,1
5604,climaxing,1
5605,biologically,1
5606,lgoically,1
5607,“she,1
5608,…..nice,1
5609,time”,1
5610,draw,1
5611,ram,1
5612,flown,1
5613,months????,1
5614,where’s,1
5615,flew,1
5616,mom….,1
5617,smex,1
5618,crutch,1
5619,us???,1
5620,enough??,1
5621,quoi,1
5622,entertainment,1
5623,exposes,1
5624,catallena,1
5625,punjabi,1
5626,folk,1
5627,forgotten,1
5628,combine,1
5629,*an,1
5630,nina,1
5631,psychoanalysing,1
5632,freidns,1
5633,prefect,1
5634,trainig,1
5635,thme,1
5636,"""we",1
5637,"touch!""",1
5638,heneral,1
5639,???????,1
5640,wqnt,1
5641,hurl,1
5642,unfair,1
5643,jailllll,1
5644,jerrell,1
5645,ahwhahahhshdhdjsj,1
5646,sharna,1
5647,siddarht,1
5648,out??????,1
5649,diwali,1
5650,cannotndosnskaw,1
5651,douche,1
5652,ieda,1
5653,🤢,1
5654,“do,1
5655,spencer”,1
5656,street,1
5657,wooden,1
5658,2022,1
5659,nahhh,1
5660,causing,1
5661,tantrum,1
5662,✨✨✨✨,1
5663,rhymes,1
5664,wongedy_everything_wrongedy,1
5665,bingedybingus,1
5666,bingedychillingedy,1
5667,hfhsjjfhjd,1
5668,hahahhahshshahha,1
5669,swinger????,1
5670,minor,1
5671,concerns,1
5672,fuckign,1
5673,shlingedyyingedy,1
5674,hilaruous,1
5675,shrekedywreckedy,1
5676,twinsies,1
5677,hkustglobalindiastudies,1
5678,rhyme,1
5679,taramorelikeobama,1
5680,dsj,1
5681,shglhg,1
5682,taralakeilbasa,1
5683,taralikekeilbasa*,1
5684,misspelling,1
5685,kielbasa,1
5686,irrc,1
5687,eneregy,1
5688,jacalini_brocallini,1
5689,taracarbonara,1
5690,swingedyyingedy,1
5691,aspire,1
5692,rationale,1
5693,sardines,1
5694,sardinés,1
5695,accessory,1
5696,acrl,1
5697,ksmksmskmsksm,1
5698,blush,1
5699,shihh,1
5700,*making,1
5701,tie,1
5702,comfy,1
5703,ahfkehgkjh,1
5704,predate,1
5705,leung,1
5706,friendo,1
5707,scolding,1
5708,tragic,1
5709,escaped?,1
5710,spray!,1
5711,suffocating,1
5712,xianzai,1
5713,qi,1
5714,churros,1
5715,ferry,1
5716,evebibgs,1
5717,evenings,1
5718,yee?,1
5719,them?,1
5720,uhhhhh,1
5721,sandy’s,1
5722,hhhh,1
5723,inspo,1
5724,noon?,1
5725,father's,1
5726,error,1
5727,mallet,1
5728,tool,1
5729,he’ll,1
5730,café?,1
5731,navigating,1
5732,cute!,1
5733,"3,2,1",1
5734,yayyyyy,1
5735,yayy!,1
5736,mcing,1
5737,enjoyss,1
5738,stroll,1
5739,vitamin,1
5740,😊😊😊,1
5741,silences,1
5742,oki!,1
5743,we’d,1
5744,sleeps,1
5745,*jk,1
5746,involves,1
5747,monitoring,1
5748,shifts,1
5749,bullying,1
5750,lookit,1
5751,jordan,1
5752,fischer,1
5753,chilling,1
5754,6:40?,1
5755,omw,1
5756,hnnnn,1
5757,vlog,1
5758,watchinf,1
5759,grind,1
5760,fhe,1
5761,offset,1
5762,cheesiness,1
5763,embrace,1
5764,tips,1
5765,conquer,1
5766,typed,1
5767,twitching,1
5768,repression,1
5769,lovebomb,1
5770,imagination,1
5771,yrself,1
5772,settling,1
5773,notifs,1
5774,jaysus,1
5775,cliff,1
5776,hehehe,1
5777,dance,1
5778,fele,1
5779,introducing,1
5780,1/3,1
5781,moi,1
5782,mwahahaha,1
5783,inserted,1
5784,agreeing,1
5785,hahahhahsh,1
5786,"""maybe",1
5787,"much""",1
5788,cheesier,1
5789,parallel,1
5790,devils,1
5791,angel,1
5792,heaven,1
5793,cudnt,1
5794,cheesy,1
5795,butterflies,1
5796,6:40,1
5797,butch,1
5798,bitch*,1
5799,booorrriiinngggg,1
5800,conditioning,1
5801,pulling,1
5802,fats,1
5803,dinz,1
5804,ε=ε=ε=ε=ε=ε=┌(;￣◇￣)┘,1
5805,grey,1
5806,laaaa,1
5807,cloudy,1
5808,clouds,1
5809,cloud9,1
5810,damnit,1
5811,unlucky,1
5812,gooood,1
5813,pilates,1
5814,kinder,1
5815,plai,1
5816,playyyyy,1
5817,youtube,1
5818,recommended,1
5819,https://www.youtube.com/watch?v=vpoan0hqdna,1
5820,pwease,1
5821,worldwide,1
5822,phenomenon,1
5823,pandemic,1
5824,wits,1
5825,stats?,1
5826,😈,1
5827,papaya,1
5828,pweaaassseee,1
5829,repel,1
5830,945,1
5831,https://youtube.com/shorts/ly5bagy6ldk?feature=share,1
5832,alive!,1
5833,?*,1
5834,shove,1
5835,tintin,1
5836,thompson,1
5837,thomson,1
5838,incompetent,1
5839,detectives,1
5840,uhhhuh,1
5841,surnames,1
5842,uppp,1
5843,kwun,1
5844,tong,1
5845,1-1.5,1
5846,7?,1
5847,7:30?,1
5848,jq's,1
5849,alow,1
5850,dms?,1
5851,anyuthing,1
5852,lipstick,1
5853,edible,1
5854,just.,1
5855,digestable,1
5856,wax,1
5857,toy,1
5858,mouf,1
5859,crunchy,1
5860,it'd,1
5861,todays,1
5862,1-12,1
5863,relaxed,1
5864,missile,1
5865,eleven,1
5866,pres,1
5867,unspecified,1
5868,poctures!!,1
5869,cam,1
5870,he'd,1
5871,incorrect,1
5872,men!,1
5873,hieu,1
5874,fixeddd,1
5875,clicking,1
5876,wai,1
5877,jess,1
5878,stared,1
5879,hhfhdjgjdhdh,1
5880,embarrassed,1
5881,transport,1
5882,8:30am,1
5883,otw,1
5884,earliest,1
5885,8:40,1
5886,excting,1
5887,wlso,1
5888,central,1
5889,combo,1
5890,superior,1
5891,faculty,1
5892,medicine,1
5893,bullies,1
5894,wudve,1
5895,studied,1
5896,island,1
5897,"""jacqueline",1
5898,"here""",1
5899,drives,1
5900,miles,1
5901,do...,1
5902,relatives,1
5903,aunts/uncles,1
5904,cousins,1
5905,backups,1
5906,fades,1
5907,paperclip,1
5908,yanks,1
5909,lol!?!!?,1
5910,32,1
5911,euros,1
5912,shipping,1
5913,59,1
5914,euro,1
5915,boot,1
5916,https://youtu.be/qqudlyxyfnw,1
5917,@4:15,1
5918,villager,1
5919,chonky,1
5920,clipons,1
5921,cfm,1
5922,clipon,1
5923,wooooo,1
5924,*delaying,1
5925,😌💖,1
5926,dreading,1
5927,hostage,1
5928,(she,1
5929,me),1
5930,stops,1
5931,dogs,1
5932,zoo,1
5933,outing,1
5934,proposal,1
5935,"tomorrow,",1
5936,915am,1
5937,hffrghh,1
5938,inhaled,1
5939,decaf,1
5940,venti,1
5941,mocha,1
5942,rings,1
5943,bracelet,1
5944,ring,1
5945,return,1
5946,esus,1
5947,12-7:30,1
5948,stamina,1
5949,absurd,1
5950,chooce,1
5951,y9,1
5952,midget,1
5953,weirded,1
5954,charsiew,1
5955,buns,1
5956,wrecking,1
5957,2013,1
5958,lilly,1
5959,singh,1
5960,reaction,1
5961,hello?,1
5962,denial,1
5963,soonz,1
5964,yearly,1
5965,consume,1
5966,(es),1
5967,hours????,1
5968,bene,1
5969,presented,1
5970,holes,1
5971,steamed,1
5972,packing,1
5973,discussing,1
5974,fudgeoyjdlhsoy,1
5975,chapters,1
5976,hurts!,1
5977,tingling,1
5978,inch,1
5979,slouching,1
5980,capybara!,1
5981,🍤,1
5982,capynara,1
5983,backwards,1
5984,replies,1
5985,posture,1
5986,slouch,1
5987,🦐,1
5988,dorm,1
5989,toiny,1
5990,punch,1
5991,eaz,1
5992,unlikely,1
5993,facilities,1
5994,"cheap,",1
5995,sponsor,1
5996,(probably),1
5997,punching,1
5998,disagree!,1
5999,vn's,1
6000,err,1
6001,happier,1
6002,"somewhere,",1
6003,"hk,",1
6004,"yet""",1
6005,"""is",1
6006,"dinner""",1
6007,tjob,1
6008,housing,1
6009,afford,1
6010,hurted,1
6011,"dad?""",1
6012,mom?,1
6013,education,1
6014,highly,1
6015,fund,1
6016,travel,1
6017,sympathise,1
6018,greedy,1
6019,posibly,1
6020,envrionment,1
6021,sobbing,1
6022,trivialize,1
6023,yah!!,1
6024,distractions,1
6025,regardless!,1
6026,😊,1
6027,mhmmm,1
6028,bedtime,1
6029,uhm,1
6030,(yy),1
6031,hearted,1
6032,baking,1
6033,receiving,1
6034,(jq),1
6035,(le,1
6036,gasp),1
6037,meticulous,1
6038,preparation,1
6039,appeared,1
6040,them!,1
6041,(an,1
6042,nerds),1
6043,trapped,1
6044,thanked,1
6045,defeat,1
6046,spear),1
6047,technology,1
6048,weirder,1
6049,"""""spreadsheet",1
6050,"whores"""",",1
6051,"""""finance",1
6052,"bros""""",1
6053,"""""cs",1
6054,"nerds""""",1
6055,amongst,1
6056,breeds,1
6057,scouting,1
6058,wizard,1
6059,touched,1
6060,trap,1
6061,managed,1
6062,laying,1
6063,premises,1
6064,lïbräry,1
6065,initiation,1
6066,band,1
6067,wasting,1
6068,distraction,1
6069,installed,1
6070,destroyed,1
6071,happily,1
6072,constructive,1
6073,fogeidaihok.....,1
6074,hfhfggfhhf,1
6075,freestyling,1
6076,_insane_,1
6077,die!,1
6078,confidence!!,1
6079,numebr,1
6080,🗡,1
6081,performing,1
6082,hahahahaha,1
6083,jial,1
6084,booooooo,1
6085,12th,1
6086,ughhhh,1
6087,looonnngggg,1
6088,parting,1
6089,prepped,1
6090,surviving,1
6091,learnng,1
6092,lhjkasdhklahlkdjskjhl,1
6093,predictions,1
6094,"machines,",1
6095,"structures,",1
6096,"items,",1
6097,"bridges,",1
6098,"tunnels,",1
6099,"roads,",1
6100,"vehicles,",1
6101,buildings.,1
6102,mathematical,1
6103,bridge,1
6104,majority,1
6105,fundamental,1
6106,component,1
6107,logic,1
6108,trig,1
6109,"sin,",1
6110,"cos,",1
6111,tan,1
6112,graph,1
6113,10/11,1
6114,hours!,1
6115,cain?,1
6116,yeppyyyyyy,1
6117,bodu,1
6118,body*,1
6119,fhghfhfg,1
6120,lass,1
6121,blacckkkiinngggg,1
6122,ooouuttttt,1
6123,aren’t,1
6124,afternoon,1
6125,revising?,1
6126,"17,",1
6127,"20,",1
6128,"23,",1
6129,essays,1
6130,overlooks,1
6131,"though,",1
6132,chaos,1
6133,curved,1
6134,grading,1
6135,overload,1
6136,5-6?,1
6137,electromagnetism,1
6138,baret,1
6139,gayest,1
6140,couplelike,1
6141,cuties,1
6142,gat,1
6143,wallpaper,1
6144,wallpapers,1
6145,failing,1
6146,"be""",1
6147,passingthecourse,1
6148,😭😭😭😭😭😭😭😭,1
6149,hfhfjgkfjd,1
6150,nono,1
6151,oh!,1
6152,academicweapon,1
6153,spontaneous,1
6154,edge,1
6155,percentage,1
6156,hhf,1
6157,fjjfhfh,1
6158,wednesday?,1
6159,wordy,1
6160,nist,1
6161,d&d,1
6162,percy,1
6163,jackson,1
6164,realsies,1
6165,fantastic,1
6166,restricted,1
6167,majors,1
6168,opportunities,1
6169,nonstem,1
6170,genre,1
6171,summery,1
6172,electropop,1
6173,"""it",1
6174,similarity,1
6175,attest,1
6176,artists,1
6177,r&b,1
6178,superlslay,1
6179,succinct,1
6180,hffghfhed,1
6181,search,1
6182,obscurify,1
6183,https://www.obscurifymusic.com/home,1
6184,designed,1
6185,(biomedical,1
6186,engineering),1
6187,available,1
6188,:((,1
6189,sluts,1
6190,youna?,1
6191,gotcha,1
6192,emote,1
6193,deny,1
6194,circus,1
6195,mosquito,1
6196,armpit,1
6197,itchy,1
6198,balm,1
6199,crikey,1
6200,17th,1
6201,eric’s,1
6202,volatile,1
6203,hahdjsjcjsh,1
6204,kahcjskfkskkc,1
6205,mag,1
6206,ted,1
6207,zeh,1
6208,audio,1
6209,duck,1
6210,helppppp,1
6211,atteion,1
6212,1-4,1
6213,a-d,1
6214,referring,1
6215,dashed,1
6216,seee,1
6217,"""do",1
6218,"bf""",1
6219,lmfaosdflk,1
6220,"""he's",1
6221,"feet""",1
6222,haahhaahah,1
6223,langauges,1
6224,wipe,1
6225,"ass""",1
6226,conveyed,1
6227,peiple,1
6228,asdkfjalsdf,1
6229,askldjfalskdjfalskdjflkajsdf,1
6230,wtffffff,1
6231,ashdfklajsdf,1
6232,charges??,1
6233,dit,1
6234,mat,1
6235,hence,1
6236,translate,1
6237,fyi,1
6238,universally,1
6239,shfkekicjs,1
6240,regular,1
6241,nuts,1
6242,charges,1
6243,kanye,1
6244,bechdel,1
6245,approving,1
6246,internally,1
6247,becoming,1
6248,stanky,1
6249,disapprove,1
6250,assume,1
6251,crazy!,1
6252,hahdjjscjjshxp,1
6253,loveable,1
6254,nagging,1
6255,stressing,1
6256,bound,1
6257,babes,1
6258,26,1
6259,moms,1
6260,24,1
6261,income,1
6262,trophy,1
6263,ruined,1
6264,(surprise!),1
6265,swimming,1
6266,tags,1
6267,logo,1
6268,blow,1
6269,gambling,1
6270,risks,1
6271,hakfkejcjd,1
6272,gorlies,1
6273,enables,1
6274,dads,1
6275,jeans,1
6276,"""bridesmaids",1
6277,"bags""",1
6278,embroided,1
6279,robes,1
6280,"""please",1
6281,"bridesmaid!""",1
6282,cibe,1
6283,earned,1
6284,300$,1
6285,earning,1
6286,700$,1
6287,fortunate,1
6288,stocks,1
6289,pinkyfuckingpromise,1
6290,blazers,1
6291,suspenders,1
6292,day.,1
6293,buyyyy,1
6294,photoshooy,1
6295,dirt,1
6296,daye,1
6297,quit,1
6298,"experience,",1
6299,criticises,1
6300,latter,1
6301,jewelry,1
6302,collector,1
6303,guinness,1
6304,2007,1
6305,frugal,1
6306,shocking,1
6307,pretentious,1
6308,specialise,1
6309,clinics,1
6310,autism,1
6311,specialist,1
6312,hospice,1
6313,decorate,1
6314,"house,",1
6315,"tailored,",1
6316,s/o,1
6317,falls,1
6318,lap,1
6319,wahhh,1
6320,hahjdjsh,1
6321,"collect,",1
6322,coins?,1
6323,cutrency!,1
6324,amny,1
6325,telecommunications,1
6326,passport,1
6327,suits,1
6328,un,1
6329,buting,1
6330,bonus,1
6331,unfulfilled,1
6332,ig!,1
6333,fulfillment,1
6334,home(?),1
6335,regrets,1
6336,homesick,1
6337,maniacs,1
6338,girly,1
6339,walls,1
6340,curtains,1
6341,orchestral,1
6342,mysic,1
6343,indoor,1
6344,cinema,1
6345,witha,1
6346,projector,1
6347,gta,1
6348,contrast,1
6349,rose,1
6350,garden,1
6351,aesthetic,1
6352,roof,1
6353,existential,1
6354,crises,1
